Field	 Weight	 Level	 Norm	 dim(all)	 dim(plus)	 dim(minus)
2	2	(4t)	 32		1		1		0
2	2	(6)	 36		1		0		1
2	2	(3+4t)	 41		1		0		1
2	2	(7)	 49		1		0		1
2	2	(7+t)	 51		1		1		0
2	2	(2+5t)	 54		2		1		1
2	2	(8)	 64		2		2		0
2	2	(8+t)	 66		1		0		1
2	2	(6t)	 72		3		1		2
2	2	(5+5t)	 75		1		0		1
2	2	(8+3t)	 82		2		0		2
2	2	(8+4t)	 96		2		2		0
2	2	(7t)	 98		3		1		2
2	2	(9+3t)	 99		1		1		0
2	2	(10)	 100		3		1		2
2	2	(2+7t)	 102		2		2		0
2	2	(10+2t)	 108		4		2		2
2	2	(6+6t)	 108		3		1		2
2	2	(4+7t)	 114		2		1		1
2	2	(11)	 121		2		1		1
2	2	(11+t)	 123		3		0		3
2	2	(5+7t)	 123		2		0		2
2	2	(8t)	 128		5		3		2
2	2	(11+2t)	 129		2		0		2
2	2	(10+4t)	 132		1		0		1
2	2	(2+8t)	 132		2		0		2
2	2	(6+7t)	 134		1		0		1
2	2	(8+6t)	 136		1		0		1
2	2	(12)	 144		7		3		4
2	2	(12+t)	 146		1		0		1
2	2	(7+7t)	 147		2		0		2
2	2	(10+5t)	 150		2		0		2
2	2	(9+6t)	 153		2		2		0
2	2	(5+8t)	 153		3		2		1
2	2	(12+3t)	 162		4		2		2
2	2	(8+7t)	 162		4		2		2
2	2	(6+8t)	 164		4		1		3
2	2	(2+9t)	 166		1		0		1
2	2	(13)	 169		2		0		2
2	2	(3+9t)	 171		1		0		1
2	2	(4+9t)	 178		1		1		0
2	2	(8+8t)	 192		4		4		0
2	2	(12+5t)	 194		2		1		1
2	2	(14)	 196		7		2		5
2	2	(10+7t)	 198		3		1		2
2	2	(6+9t)	 198		5		2		3
2	2	(10t)	 200		7		3		4
2	2	(14+2t)	 204		3		3		0
2	2	(2+10t)	 204		2		0		2
2	2	(12+6t)	 216		9		4		5
2	2	(4+10t)	 216		6		3		3
2	2	(11+7t)	 219		1		1		0
2	2	(15)	 225		7		1		6
2	2	(5+10t)	 225		3		1		2
2	2	(14+4t)	 228		4		2		2
2	2	(12+7t)	 242		2		1		1
2	2	(11t)	 242		4		2		2
2	2	(14+5t)	 246		4		0		4
2	2	(2+11t)	 246		9		1		8
2	2	(7+10t)	 249		1		1		0
2	2	(16)	 256		11		6		5
2	2	(16+t)	 258		1		1		0
2	2	(4+11t)	 258		4		0		4
2	2	(16+2t)	 264		5		1		4
2	2	(8+10t)	 264		2		0		2
2	2	(13+7t)	 267		2		2		0
2	2	(5+11t)	 267		1		1		0
2	2	(14+6t)	 268		2		0		2
2	2	(12+8t)	 272		3		0		3
2	2	(6+11t)	 278		1		0		1
2	2	(16+4t)	 288		4		3		1
2	2	(12t)	 288		19		13		6
2	2	(17)	 289		5		1		4
2	2	(2+12t)	 292		2		0		2
2	2	(14+7t)	 294		9		2		7
2	2	(15+6t)	 297		5		3		2
2	2	(13+8t)	 297		4		2		2
2	2	(3+12t)	 297		5		3		2
2	2	(10+10t) 300		9		2		7
