Magma V2.19-1     Mon Jun 10 2013 21:32:09 on selmer   [Seed = 1387607237]
Type ? for help.  Type <Ctrl>-D to quit.
Loading "global/ProjAction_0.txt"
Loading "global/ModuleAction_0.txt"
Loading "global/RecursiveMatrix.txt"
Loading "H2_0_2/LevelData_pgl.txt"
Loading "H2_0_2/Space_pgl.txt"
Loading "global/Utility.txt"
[2   , 0  , 1  ]   0  1 
[3   , 1  , 1  ]   0  1 
[3   , 2  , 1  ]   0  1 
[4   , 0  , 2  ]   0  2 
[6   , 2  , 1  ]   0  3 
[6   , 4  , 1  ]   0  3 
[8   , 0  , 2  ]   0  3 
[9   , 0  , 3  ]   0  3 
[9   , 4  , 1  ]   0  2 
[9   , 5  , 1  ]   0  2 
[11  , 3  , 1  ]   0  1 
[11  , 8  , 1  ]   0  1 
[12  , 2  , 2  ]   0  5 
[12  , 4  , 2  ]   0  5 
[16  , 0  , 4  ]   0  5 
[17  , 7  , 1  ]   0  1 
[17  , 10 , 1  ]   0  1 
[18  , 0  , 3  ]   0  7 
[18  , 4  , 1  ]   0  5 
[18  , 14 , 1  ]   0  5 
[19  , 6  , 1  ]   0  1 
[19  , 13 , 1  ]   0  1 
[22  , 8  , 1  ]   0  3 
[22  , 14 , 1  ]   0  3 
[24  , 4  , 2  ]   0  7 
[24  , 8  , 2  ]   0  7 
[25  , 0  , 5  ]   0  1 
[27  , 3  , 3  ]   0  5 
[27  , 6  , 3  ]   0  5 
[27  , 5  , 1  ]   0  3 
[27  , 22 , 1  ]   0  3 
[32  , 0  , 4  ]   1  7 
[33  , 8  , 1  ]   0  3 
[33  , 14 , 1  ]   0  3 
[33  , 19 , 1  ]   0  3 
[33  , 25 , 1  ]   0  3 
[34  , 10 , 1  ]   0  3 
[34  , 24 , 1  ]   0  3 
[36  , 0  , 6  ]   0 11 
[36  , 8  , 2  ]   0  8 
[36  , 10 , 2  ]   0  8 
[38  , 6  , 1  ]   0  3 
[38  , 32 , 1  ]   0  3 
[41  , 11 , 1  ]   0  1 
[41  , 30 , 1  ]   0  1 
[43  , 16 , 1  ]   0  1 
[43  , 27 , 1  ]   0  1 
[44  , 6  , 2  ]   0  5 
[44  , 16 , 2  ]   0  5 
[48  , 4  , 4  ]   0 11 
[48  , 8  , 4  ]   0 11 
[49  , 0  , 7  ]   0  1 
[50  , 0  , 5  ]   0  3 
[51  , 7  , 1  ]   1  3 
[51  , 10 , 1  ]   0  3 
[51  , 41 , 1  ]   0  3 
[51  , 44 , 1  ]   1  3 
[54  , 6  , 3  ]   0 11 
[54  , 12 , 3  ]   0 11 
[54  , 22 , 1  ]   1  7 
[54  , 32 , 1  ]   1  7 
[57  , 13 , 1  ]   0  3 
[57  , 25 , 1  ]   0  3 
[57  , 32 , 1  ]   0  3 
[57  , 44 , 1  ]   0  3 
[59  , 23 , 1  ]   0  1 
[59  , 36 , 1  ]   0  1 
[64  , 0  , 8  ]   2  9 
[66  , 8  , 1  ]   0  7 
[66  , 14 , 1  ]   0  7 
[66  , 52 , 1  ]   0  7 
[66  , 58 , 1  ]   0  7 
[67  , 20 , 1  ]   0  1 
[67  , 47 , 1  ]   0  1 
[68  , 14 , 2  ]   0  5 
[68  , 20 , 2  ]   0  5 
[72  , 0  , 6  ]   1 15 
[72  , 8  , 2  ]   0 11 
[72  , 28 , 2  ]   0 11 
[73  , 12 , 1  ]   0  1 
[73  , 61 , 1  ]   0  1 
[75  , 5  , 5  ]   0  3 
[75  , 10 , 5  ]   0  3 
[76  , 12 , 2  ]   0  5 
[76  , 26 , 2  ]   0  5 
[81  , 0  , 9  ]   0  9 
[81  , 12 , 3  ]   0  7 
[81  , 15 , 3  ]   0  7 
[81  , 22 , 1  ]   0  6 
[81  , 59 , 1  ]   0  6 
[82  , 30 , 1  ]   0  3 
[82  , 52 , 1  ]   0  3 
[83  , 9  , 1  ]   0  1 
[83  , 74 , 1  ]   0  1 
[86  , 16 , 1  ]   0  3 
[86  , 70 , 1  ]   0  3 
[88  , 16 , 2  ]   0  7 
[88  , 28 , 2  ]   0  7 
[89  , 40 , 1  ]   0  1 
[89  , 49 , 1  ]   0  1 
[96  , 8  , 4  ]   2 15 
[96  , 16 , 4  ]   2 15 
[97  , 17 , 1  ]   0  1 
[97  , 80 , 1  ]   0  1 
[98  , 0  , 7  ]   1  3 
[99  , 9  , 3  ]   1  7 
[99  , 24 , 3  ]   1  7 
[99  , 14 , 1  ]   0  5 
[99  , 41 , 1  ]   0  5 
[99  , 58 , 1  ]   0  5 
[99  , 85 , 1  ]   0  5 
[100 , 0  , 10 ]   1  5 
[102 , 10 , 1  ]   0  7 
[102 , 44 , 1  ]   2  7 
[102 , 58 , 1  ]   2  7 
[102 , 92 , 1  ]   0  7 
[107 , 31 , 1  ]   0  1 
[107 , 76 , 1  ]   0  1 
[108 , 6  , 6  ]   1 17 
[108 , 12 , 6  ]   1 17 
[108 , 10 , 2  ]   2 11 
[108 , 44 , 2  ]   2 11 
[113 , 26 , 1  ]   0  1 
[113 , 87 , 1  ]   0  1 
[114 , 32 , 1  ]   1  7 
[114 , 44 , 1  ]   0  7 
[114 , 70 , 1  ]   0  7 
[114 , 82 , 1  ]   1  7 
[118 , 36 , 1  ]   0  3 
[118 , 82 , 1  ]   0  3 
[121 , 0  , 11 ]   1  3 
[121 , 19 , 1  ]   0  6 
[121 , 102, 1  ]   0  6 
[123 , 11 , 1  ]   0  3 
[123 , 52 , 1  ]   0  3 
[123 , 71 , 1  ]   0  3 
[123 , 112, 1  ]   0  3 
[128 , 0  , 8  ]   3 11 
[129 , 16 , 1  ]   0  3 
[129 , 59 , 1  ]   0  3 
[129 , 70 , 1  ]   0  3 
[129 , 113, 1  ]   0  3 
[131 , 28 , 1  ]   0  1 
[131 , 103, 1  ]   0  1 
[132 , 16 , 2  ]   0 11 
[132 , 28 , 2  ]   0 11 
