[3,0,1]   0  1 
[3,2,1]   0  1 
[4,0,2]   0  1 
[5,1,1]   0  1 
[5,3,1]   0  1 
[9,0,3]   0  3 
[9,2,1]   0  2 
[9,6,1]   0  2 
[11,5,1]   1  1 
[12,0,2]   0  3 
[12,4,2]   0  3 
[15,3,1]   0  3 
[15,6,1]   0  3 
[15,8,1]   0  3 
[15,11,1]   0  3 
[16,0,4]   0  4 
[20,2,2]   0  3 
[20,6,2]   0  3 
[23,4,1]   0  1 
[23,18,1]   0  1 
[25,0,5]   0  3 
[25,8,1]   0  3 
[25,16,1]   0  3 
[27,0,3]   1  5 
[27,6,3]   1  5 
[27,11,1]   0  3 
[27,15,1]   0  3 
[31,9,1]   0  1 
[31,21,1]   0  1 
[33,5,1]   2  3 
[33,27,1]   2  3 
[36,0,6]   0  7 
[36,4,2]   0  5 
[36,12,2]   0  5 
[37,13,1]   0  1 
[37,23,1]   0  1 
[44,10,2]   2  3 
[45,3,3]   0  7 
[45,9,3]   0  7 
[45,6,1]   0  5 
[45,11,1]   0  5 
[45,33,1]   0  5 
[45,38,1]   0  5 
[47,20,1]   1  1 
[47,26,1]   1  1 
[48,0,4]   0  9 
[48,8,4]   0  9 
[49,0,7]   0  1 
[53,12,1]   0  1 
[53,40,1]   0  1 
[55,16,1]   2  3 
[55,38,1]   2  3 
[59,7,1]   0  1 
[59,51,1]   0  1 
[60,6,2]   0  7 
[60,12,2]   0  7 
[60,16,2]   0  7 
[60,22,2]   0  7 
[64,0,8]   0  7 
[67,24,1]   0  1 
[67,42,1]   0  1 
[69,18,1]   0  3 
[69,27,1]   0  3 
[69,41,1]   0  3 
[69,50,1]   0  3 
[71,14,1]   0  1 
[71,56,1]   0  1 
[75,0,5]   0  7 
[75,10,5]   0  7 
[75,8,1]   0  7 
[75,33,1]   0  7 
[75,41,1]   0  7 
[75,66,1]   0  7 
[80,4,4]   0  9 
[80,12,4]   0  9 
[81,0,9]   4  9 
[81,6,3]   2  7 
[81,18,3]   2  7 
[81,15,1]   0  6 
[81,65,1]   0  6 
[89,36,1]   1  1 
[89,52,1]   1  1 
[92,8,2]   1  3 
[92,36,2]   1  3 
[93,9,1]   0  3 
[93,21,1]   0  3 
[93,71,1]   0  3 
[93,83,1]   0  3 
[97,29,1]   0  1 
[97,67,1]   0  1 
[99,15,3]   5  7 
[99,38,1]   4  5 
[99,60,1]   4  5 
[100,0,10]   0  7 
[100,16,2]   0  7 
[100,32,2]   0  7 
[103,17,1]   0  1 
[103,85,1]   0  1 
[108,0,6]   3 11 
[108,12,6]   3 11 
[108,22,2]   2  7 
[108,30,2]   2  7 
[111,23,1]   0  3 
[111,50,1]   2  3 
[111,60,1]   2  3 
[111,87,1]   0  3 
[113,10,1]   0  1 
[113,102,1]   0  1 
[115,18,1]   0  3 
[115,41,1]   0  3 
[115,73,1]   0  3 
[115,96,1]   0  3 
[121,0,11]   3  6 
[124,18,2]   0  3 
[124,42,2]   0  3 
[125,5,5]   0  7 
[125,15,5]   0  7 
[125,33,1]   0  5 
[125,91,1]   0  5 
[132,10,2]   4  7 
[132,54,2]   4  7 
[135,9,3]   2 11 
[135,18,3]   3 11 
[135,24,3]   3 11 
[135,33,3]   2 11 
[135,11,1]   0  7 
[135,38,1]   0  7 
[135,96,1]   0  7 
[135,123,1]   0  7 
[137,58,1]   0  1 
[137,78,1]   0  1 
[141,20,1]   2  3 
[141,26,1]   2  3 
[141,114,1]   2  3 
[141,120,1]   2  3 
[144,0,12]   0 19 
[144,8,4]   0 14 
[144,24,4]   0 14 
[147,0,7]   0  3 
[147,14,7]   0  3 
[148,26,2]   0  3 
[148,46,2]   0  3 
[155,21,1]   0  3 
[155,71,1]   0  3 
[155,83,1]   0  3 
[155,133,1]   0  3 
[157,48,1]   0  1 
[157,108,1]   0  1 
